Competition,Sex,Event,Year,Venue,Round,Heat,Wind,Sprinter,FinishTime,ReactionTime,Result
Worlds,Mens,100m,2013,Moscow,1,1,-0.2,Kemar Bailey-Cole,10.02,0.17,Qualified
Worlds,Mens,100m,2013,Moscow,1,1,-0.2,Christophe Lemaitre,10.12,0.173,Qualified
Worlds,Mens,100m,2013,Moscow,1,1,-0.2,Gabriel Mvumvure,10.28,0.147,Qualified
Worlds,Mens,100m,2013,Moscow,1,1,-0.2,Adam Harris,10.3,0.157,Eliminated
Worlds,Mens,100m,2013,Moscow,1,1,-0.2,Martin Keller,10.32,0.177,Eliminated
Worlds,Mens,100m,2013,Moscow,1,1,-0.2,Suwaibou Sanneh,10.46,0.189,Eliminated
Worlds,Mens,100m,2013,Moscow,1,1,-0.2,Innocent Bologo,10.57,0.129,Eliminated
Worlds,Mens,100m,2013,Moscow,1,1,-0.2,Calvin Kang Li Loong,10.66,0.158,Eliminated
Worlds,Mens,100m,2013,Moscow,1,2,-0.4,Nesta Carter,10.11,0.166,Qualified
Worlds,Mens,100m,2013,Moscow,1,2,-0.4,Churandy Martina,10.17,0.15,Qualified
Worlds,Mens,100m,2013,Moscow,1,2,-0.4,Gavin Smellie,10.3,0.129,Qualified
Worlds,Mens,100m,2013,Moscow,1,2,-0.4,Yoshihide Kiryu,10.31,0.137,Eliminated
Worlds,Mens,100m,2013,Moscow,1,2,-0.4,Andrew Hinds,10.38,0.135,Eliminated
Worlds,Mens,100m,2013,Moscow,1,2,-0.4,Adam Zavack_,10.46,0.205,Eliminated
Worlds,Mens,100m,2013,Moscow,1,2,-0.4,Alex Quinonez,10.5,0.187,Eliminated
Worlds,Mens,100m,2013,Moscow,1,2,-0.4,Ifrish Alberg,NA,0.179,DNF
Worlds,Mens,100m,2013,Moscow,1,3,-0.3,Justin Gatlin,9.99,0.168,Qualified
Worlds,Mens,100m,2013,Moscow,1,3,-0.3,Keston Bledman,10.02,0.124,Qualified
Worlds,Mens,100m,2013,Moscow,1,3,-0.3,Dwain Chambers,10.14,0.143,Qualified
Worlds,Mens,100m,2013,Moscow,1,3,-0.3,Antoine Adams,10.18,0.152,FastestQualifier
Worlds,Mens,100m,2013,Moscow,1,3,-0.3,Sam Effah,10.21,0.147,Eliminated
Worlds,Mens,100m,2013,Moscow,1,3,-0.3,Shavez Hart,10.36,0.166,Eliminated
Worlds,Mens,100m,2013,Moscow,1,3,-0.3,Akani Simbine,10.38,0.171,Eliminated
Worlds,Mens,100m,2013,Moscow,1,3,-0.3,Akani Simbine,10.7,0.22,Eliminated
Worlds,Mens,100m,2013,Moscow,1,4,-0.2,Peimeng Zhang,10.04,0.124,Qualified
Worlds,Mens,100m,2013,Moscow,1,4,-0.2,Richard Thompson,10.14,0.148,Qualified
Worlds,Mens,100m,2013,Moscow,1,4,-0.2,Jason Rogers,10.19,0.173,Qualified
Worlds,Mens,100m,2013,Moscow,1,4,-0.2,James Dasaolu,10.2,0.181,FastestQualifier
Worlds,Mens,100m,2013,Moscow,1,4,-0.2,Julian Reus,10.27,0.141,Eliminated
Worlds,Mens,100m,2013,Moscow,1,4,-0.2,Denis Dimitrov,10.29,0.157,Eliminated
Worlds,Mens,100m,2013,Moscow,1,4,-0.2,Barakat Mubarak Al-Harthi,10.53,0.17,Eliminated
Worlds,Mens,100m,2013,Moscow,1,4,-0.2,Shernyl Burns,10.69,0.172,Eliminated
Worlds,Mens,100m,2013,Moscow,1,5,-0.1,Jimmy Vicaut,10.06,0.204,Qualified
Worlds,Mens,100m,2013,Moscow,1,5,-0.1,Aaron Brown,10.15,0.153,Qualified
Worlds,Mens,100m,2013,Moscow,1,5,-0.1,Samuel Francis,10.21,0.155,Qualified
Worlds,Mens,100m,2013,Moscow,1,5,-0.1,çngel David Rodrêguez,10.23,0.153,Eliminated
Worlds,Mens,100m,2013,Moscow,1,5,-0.1,Charles Silmon,10.34,0.167,Eliminated
Worlds,Mens,100m,2013,Moscow,1,5,-0.1,Reza Ghasemi,10.46,0.18,Eliminated
Worlds,Mens,100m,2013,Moscow,1,5,-0.1,Aleksandr Brednev,10.52,0.204,Eliminated
Worlds,Mens,100m,2013,Moscow,1,5,-0.1,Holder da Silva,10.7,0.223,Eliminated
Worlds,Mens,100m,2013,Moscow,1,6,-0.1,Mike Rodgers,9.98,0.162,Qualified
Worlds,Mens,100m,2013,Moscow,1,6,-0.1,Nickel Ashmeade,10.12,0.139,Qualified
Worlds,Mens,100m,2013,Moscow,1,6,-0.1,Harry Aikines-Aryeetey,10.16,0.146,Qualified
Worlds,Mens,100m,2013,Moscow,1,6,-0.1,Bingtian Su,10.16,0.2,FastestQualifier
Worlds,Mens,100m,2013,Moscow,1,6,-0.1,Ogho-Oghene Egwero,10.26,0.178,Eliminated
Worlds,Mens,100m,2013,Moscow,1,6,-0.1,Daniel Bailey,10.45,0.157,Eliminated
Worlds,Mens,100m,2013,Moscow,1,6,-0.1,Ratu Banuve Tabakaucoro,10.53,0.175,Eliminated
Worlds,Mens,100m,2013,Moscow,1,6,-0.1,Hassan Taftian,10.57,0.202,Eliminated
Worlds,Mens,100m,2013,Moscow,1,7,-0.4,Usain Bolt,10.07,0.155,Qualified
Worlds,Mens,100m,2013,Moscow,1,7,-0.4,Anaso Jobodwana,10.17,0.155,Qualified
Worlds,Mens,100m,2013,Moscow,1,7,-0.4,Ramon Gittens,10.19,0.161,Qualified
Worlds,Mens,100m,2013,Moscow,1,7,-0.4,Ryota Yamagata,10.21,0.172,Eliminated
Worlds,Mens,100m,2013,Moscow,1,7,-0.4,Rondel Sorrillo,10.25,0.147,Eliminated
Worlds,Mens,100m,2013,Moscow,1,7,-0.4,Hua Wilfried Koffi,10.4,0.19,Eliminated
Worlds,Mens,100m,2013,Moscow,1,7,-0.4,Sapwaturrahman,10.89,0.189,Eliminated
Worlds,Mens,100m,2013,Moscow,1,7,-0.4,Kemar Hyman,NA,-0.197,Disqualified
Worlds,Mens,100m,2013,Moscow,2,1,-0.2,Justin Gatlin,9.94,0.157,Qualified
Worlds,Mens,100m,2013,Moscow,2,1,-0.2,Nesta Carter,9.97,0.152,Qualified
Worlds,Mens,100m,2013,Moscow,2,1,-0.2,Jimmy Vicaut,10.01,0.17,Eliminated
Worlds,Mens,100m,2013,Moscow,2,1,-0.2,Anaso Jobodwana,10.17,0.166,Eliminated
Worlds,Mens,100m,2013,Moscow,2,1,-0.2,Richard Thompson,10.19,0.156,Eliminated
Worlds,Mens,100m,2013,Moscow,2,1,-0.2,Gabriel Mvumvure,10.21,0.151,Eliminated
Worlds,Mens,100m,2013,Moscow,2,1,-0.2,Harry Aikines-Aryeetey,10.34,0.148,Eliminated
Worlds,Mens,100m,2013,Moscow,2,1,-0.2,Bingtian Su,NA,-0.117,Disqualified
Worlds,Mens,100m,2013,Moscow,2,2,0.4,Nickel Ashmeade,9.9,0.135,Qualified
Worlds,Mens,100m,2013,Moscow,2,2,0.4,Kemar Bailey-Cole,9.93,0.168,Qualified
Worlds,Mens,100m,2013,Moscow,2,2,0.4,James Dasaolu,9.97,0.166,FastestQualifier
Worlds,Mens,100m,2013,Moscow,2,2,0.4,Christophe Lemaitre,10,0.171,FastestQualifier
Worlds,Mens,100m,2013,Moscow,2,2,0.4,Peimeng Zhang,10,0.143,Eliminated
Worlds,Mens,100m,2013,Moscow,2,2,0.4,Dwain Chambers,10.15,0.159,Eliminated
Worlds,Mens,100m,2013,Moscow,2,2,0.4,Jason Rogers,10.15,0.161,Eliminated
Worlds,Mens,100m,2013,Moscow,2,2,0.4,Gavin Smellie,10.3,0.139,Eliminated
Worlds,Mens,100m,2013,Moscow,2,3,0.1,Usain Bolt,9.92,0.173,Qualified
Worlds,Mens,100m,2013,Moscow,2,3,0.1,Mike Rodgers,9.93,0.158,Qualified
Worlds,Mens,100m,2013,Moscow,2,3,0.1,Keston Bledman,10.08,0.154,Eliminated
Worlds,Mens,100m,2013,Moscow,2,3,0.1,Churandy Martina,10.09,0.148,Eliminated
Worlds,Mens,100m,2013,Moscow,2,3,0.1,Aaron Brown,10.15,0.159,Eliminated
Worlds,Mens,100m,2013,Moscow,2,3,0.1,Antoine Adams,10.17,0.132,Eliminated
Worlds,Mens,100m,2013,Moscow,2,3,0.1,Ramon GITTENS,10.31,0.189,Eliminated
Worlds,Mens,100m,2013,Moscow,2,3,0.1,Samuel Francis,NA,NA,DNS
Worlds,Mens,100m,2013,Moscow,3,1,-0.3,Usain Bolt,9.77,0.163,Gold
Worlds,Mens,100m,2013,Moscow,3,1,-0.3,Justin Gatlin,9.85,0.163,Silver
Worlds,Mens,100m,2013,Moscow,3,1,-0.3,Nesta Carter,9.95,0.157,Bronze
Worlds,Mens,100m,2013,Moscow,3,1,-0.3,Kemar Bailey-Cole,9.98,0.186,Finalist
Worlds,Mens,100m,2013,Moscow,3,1,-0.3,Nickel Ashmeade,9.98,0.142,Finalist
Worlds,Mens,100m,2013,Moscow,3,1,-0.3,Mike Rodgers,10.04,0.158,Finalist
Worlds,Mens,100m,2013,Moscow,3,1,-0.3,Christophe Lemaitre,10.06,0.154,Finalist
