Competition,Sex,Event,Year,Venue,Round,Heat,Wind,Sprinter,FinishTime,ReactionTime,Result
Worlds,Womens,110m Hurdles,2013,Moscow,1,1,-0.5,Angela WHYTE,12.93,0.169,Qualified
Worlds,Womens,110m Hurdles,2013,Moscow,1,1,-0.5,Marzia CARAVELLI,13.07,0.232,Qualified
Worlds,Womens,110m Hurdles,2013,Moscow,1,1,-0.5, Nadine HILDEBRAND,13.16,0.172,Qualified
Worlds,Womens,110m Hurdles,2013,Moscow,1,1,-0.5,Nia ALI,13.19,0.153,Qualified
Worlds,Womens,110m Hurdles,2013,Moscow,1,1,-0.5,Lucie _KROBçKOVç,13.24,0.19,Eliminated
Worlds,Womens,110m Hurdles,2013,Moscow,1,1,-0.5,Shujiao WU,13.29,0.183,Eliminated
Worlds,Womens,110m Hurdles,2013,Moscow,1,1,-0.5,Hitomi SHIMURA,13.72,0.169,Eliminated
Worlds,Womens,110m Hurdles,2013,Moscow,1,2,-0.5,Sally PEARSON,12.62,0.132,Qualified
Worlds,Womens,110m Hurdles,2013,Moscow,1,2,-0.5,Cindy BILLAUD,12.71,0.184,Qualified
Worlds,Womens,110m Hurdles,2013,Moscow,1,2,-0.5,Anne ZAGRE,12.94,0.194,Qualified
Worlds,Womens,110m Hurdles,2013,Moscow,1,2,-0.5,Tatyana DEKTYAREVA,13.04,0.17,Qualified
Worlds,Womens,110m Hurdles,2013,Moscow,1,2,-0.5,Brigitte MERLANO,13.2,0.222,FastestQualifier
Worlds,Womens,110m Hurdles,2013,Moscow,1,2,-0.5,Andrea BLISS,13.2,0.236,FastestQualifier
Worlds,Womens,110m Hurdles,2013,Moscow,1,2,-0.5,Nooralotta NEZIRI,13.23,0.257,FastestQualifier
Worlds,Womens,110m Hurdles,2013,Moscow,1,2,-0.5,Gnima FAYE,13.66,0.171,Eliminated
Worlds,Womens,110m Hurdles,2013,Moscow,1,3,-0.5,Queen HARRISON,12.95,0.202,Qualified
Worlds,Womens,110m Hurdles,2013,Moscow,1,3,-0.5,Alina TALAY,12.99,0.202,Qualified
Worlds,Womens,110m Hurdles,2013,Moscow,1,3,-0.5, Danielle WILLIAMS,13.11,0.154,Qualified
Worlds,Womens,110m Hurdles,2013,Moscow,1,3,-0.5,Jessica ZELINKA,13.15,0.165,Qualified
Worlds,Womens,110m Hurdles,2013,Moscow,1,3,-0.5,Marina TOMIC,13.26,0.15,Eliminated
Worlds,Womens,110m Hurdles,2013,Moscow,1,3,-0.5,Hanna PLATITSYNA,13.3,0.248,Eliminated
Worlds,Womens,110m Hurdles,2013,Moscow,1,3,-0.5,Noemi ZB€REN,13.59,0.231,Eliminated
Worlds,Womens,110m Hurdles,2013,Moscow,1,4,-0.4,Tiffany PORTER,12.72,0.157,Qualified
Worlds,Womens,110m Hurdles,2013,Moscow,1,4,-0.4,Yuliya KONDAKOVA,12.76,0.194,Qualified
Worlds,Womens,110m Hurdles,2013,Moscow,1,4,-0.4,Dawn HARPER,12.84,0.165,Qualified
Worlds,Womens,110m Hurdles,2013,Moscow,1,4,-0.4,Re•na-Flor OKORI,13.01,0.175,Qualified
Worlds,Womens,110m Hurdles,2013,Moscow,1,4,-0.4,Lina FLîREZ,13.16,0.214,FastestQualifier
Worlds,Womens,110m Hurdles,2013,Moscow,1,4,-0.4,Kierre BECKLES,13.47,0.172,Eliminated
Worlds,Womens,110m Hurdles,2013,Moscow,1,4,-0.4,Anastasiya SOPRUNOVA,13.85,0.201,Eliminated
Worlds,Womens,110m Hurdles,2013,Moscow,1,4,-0.4,Salma Emam Abou EL-HASSAN,14.38,0.159,Eliminated
