Competition,Sex,Event,Year,Venue,Round,Heat,Wind,Sprinter,FinishTime,ReactionTime,Result
Worlds,Mens,110m Hurdles,2013,Moscow,1,1,0.5,Jason_RICHARDSON,13.33,0.174,Qualified
Worlds,Mens,110m Hurdles,2013,Moscow,1,1,0.5,Konstantin_SHABANOV,13.38,0.159,Qualified
Worlds,Mens,110m Hurdles,2013,Moscow,1,1,0.5,Ryan_BRATHWAITE,13.4,0.225,Qualified
Worlds,Mens,110m Hurdles,2013,Moscow,1,1,0.5,Mikel_THOMAS,13.41,0.156,FastestQualifier
Worlds,Mens,110m Hurdles,2013,Moscow,1,1,0.5,Hansle_PARCHMENT,13.43,0.155,FastestQualifier
Worlds,Mens,110m Hurdles,2013,Moscow,1,1,0.5,Eddie_LOVETT,13.52,0.222,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,1,1,0.5,Martin_MAZçC,13.52,0.181,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,1,1,0.5,Fan_JIANG,13.87,0.184,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,1,1,0.5,Kim Fai_IONG,15.1,0.219,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,1,2,-0.3,Ryan_WILSON,13.37,0.168,Qualified
Worlds,Mens,110m Hurdles,2013,Moscow,1,2,-0.3,Wayne C._DAVIS II,13.38,0.152,Qualified
Worlds,Mens,110m Hurdles,2013,Moscow,1,2,-0.3,William_SHARMAN,13.51,0.157,Qualified
Worlds,Mens,110m Hurdles,2013,Moscow,1,2,-0.3,Wenjun_XIE,13.59,0.158,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,1,2,-0.3,Pascal_MARTINOT-LAGARDE,13.63,0.169,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,1,2,-0.3,Philip_NOSSMY,13.66,0.136,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,1,2,-0.3,Jorge_MCFARLANE,13.93,0.17,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,1,2,-0.3,Xaysa_ANOUSONE,16.21,0.173,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,1,3,0.5,Aries_MERRITT,13.32,0.139,Qualified
Worlds,Mens,110m Hurdles,2013,Moscow,1,3,0.5,Thomas_MARTINOT-LAGARDE,13.33,0.18,Qualified
Worlds,Mens,110m Hurdles,2013,Moscow,1,3,0.5,Balˆzs_BAJI,13.36,0.155,Qualified
Worlds,Mens,110m Hurdles,2013,Moscow,1,3,0.5,Gregory_SEDOC,13.5,0.137,FastestQualifier
Worlds,Mens,110m Hurdles,2013,Moscow,1,3,0.5,Erik_BALNUWEIT,13.68,0.147,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,1,3,0.5,Orlando_ORTEGA,12.69,0.177,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,1,3,0.5,Othman_HADJ LAZIB,14.51,0.198,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,1,3,0.5,Dwight_THOMAS,NA,NA,DNS
Worlds,Mens,110m Hurdles,2013,Moscow,1,4,-0.6,David_OLIVER,13.05,0.174,Qualified
Worlds,Mens,110m Hurdles,2013,Moscow,1,4,-0.6,Sergey_SHUBENKOV,13.16,0.151,Qualified
Worlds,Mens,110m Hurdles,2013,Moscow,1,4,-0.6,Andrew_RILEY,13.27,0.158,Qualified
Worlds,Mens,110m Hurdles,2013,Moscow,1,4,-0.6,Artur_NOGA,13.44,0.181,FastestQualifier
Worlds,Mens,110m Hurdles,2013,Moscow,1,4,-0.6,KonstadÍnos_DOUVALêDIS,13.55,0.188,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,1,4,-0.6,Ignacio_MORALES,13.59,0.164,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,1,4,-0.6,Greggmar_SWIFT,13.79,0.171,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,1,4,-0.6,Rayzam Shah_WAN SOFIAN,14.45,0.213,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,1,4,-0.6,Lac Jamras_RITTIDET,14.71,0.146,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,2,1,-0.3,Jason_RICHARDSON,13.34,0.17,Qualified
Worlds,Mens,110m Hurdles,2013,Moscow,2,1,-0.3,Thomas_MARTINOT-LAGARDE,13.39,0.27,Qualified
Worlds,Mens,110m Hurdles,2013,Moscow,2,1,-0.3,Aries_MERRITT,13.44,0.327,Qualified
Worlds,Mens,110m Hurdles,2013,Moscow,2,1,-0.3,Mikel_THOMAS,13.46,0.153,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,2,1,-0.3,Balˆzs_BAJI,13.49,0.191,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,2,1,-0.3,Ryan_BRATHWAITE,13.64,0.397,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,2,1,-0.3,Konstantin_SHABANOV,NA,0.185,DNF
Worlds,Mens,110m Hurdles,2013,Moscow,2,1,-0.3,Hansle_PARCHMENT,NA,0.154,DNF
Worlds,Mens,110m Hurdles,2013,Moscow,2,2,-0.3,Sergey_SHUBENKOV,13.17,0.147,Qualified
Worlds,Mens,110m Hurdles,2013,Moscow,2,2,-0.3,David_OLIVER,13.18,0.168,Qualified
Worlds,Mens,110m Hurdles,2013,Moscow,2,2,-0.3,Ryan_WILSON,13.2,0.159,Qualified
Worlds,Mens,110m Hurdles,2013,Moscow,2,2,-0.3,Andrew_RILEY,13.3,0.212,FastestQualifier
Worlds,Mens,110m Hurdles,2013,Moscow,2,2,-0.3,William_SHARMAN,13.34,0.144,FastestQualifier
Worlds,Mens,110m Hurdles,2013,Moscow,2,2,-0.3,Artur_NOGA,13.35,0.164,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,2,2,-0.3,Wayne C._DAVIS II,13.47,0.156,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,2,2,-0.3,Gregory_SEDOC,13.54,0.143,Eliminated
Worlds,Mens,110m Hurdles,2013,Moscow,3,1,NA,David_OLIVER,13,0.147,Gold
Worlds,Mens,110m Hurdles,2013,Moscow,3,1,NA,Ryan_WILSON,13.13,0.167,Silver
Worlds,Mens,110m Hurdles,2013,Moscow,3,1,NA,Sergey_SHUBENKOV,13.24,0.154,Bronze
Worlds,Mens,110m Hurdles,2013,Moscow,3,1,NA,Jason_RICHARDSON,13.27,0.158,Finalist
Worlds,Mens,110m Hurdles,2013,Moscow,3,1,NA,William_SHARMAN,13.3,0.151,Finalist
Worlds,Mens,110m Hurdles,2013,Moscow,3,1,NA,Aries_MERRITT,13.31,0.147,Finalist
Worlds,Mens,110m Hurdles,2013,Moscow,3,1,NA,Thomas_MARTINOT-LAGARDE,13.42,0.162,Finalist
Worlds,Mens,110m Hurdles,2013,Moscow,3,1,NA,Andrew_RILEY,13.51,0.135,Finalist
Worlds,Mens,110m Hurdles,2011,Daegu,1,1,1,Xiang_LIU,13.2,0.146,Qualified
Worlds,Mens,110m Hurdles,2011,Daegu,1,1,1,Andrew_TURNER,13.32,0.162,Qualified
Worlds,Mens,110m Hurdles,2011,Daegu,1,1,1,Willi_MATHISZIK,13.53,0.154,Qualified
Worlds,Mens,110m Hurdles,2011,Daegu,1,1,1,Richard_PHILLIPS,13.53,0.169,FastestQualifier
Worlds,Mens,110m Hurdles,2011,Daegu,1,1,1,Ryan_BRATHWAITE,13.57,0.204,Eliminated
Worlds,Mens,110m Hurdles,2011,Daegu,1,1,1,Sergey_SHUBENKOV,13.7,0.175,Eliminated
