Competition,Sex,Event,Year,Venue,Round,Heat,Wind,Sprinter,FinishTime,ReactionTime,Result
Worlds,Mens,200m,2013,Moscow,1,1,-0.4,CurtisæMITCHELL,20.37,0.17,Qualified
Worlds,Mens,200m,2013,Moscow,1,1,-0.4,JaysumaæSAIDY NDURE,20.44,0.141,Qualified
Worlds,Mens,200m,2013,Moscow,1,1,-0.4,SerhiyæSMELYK,20.52,0.16,Qualified
Worlds,Mens,200m,2013,Moscow,1,1,-0.4,LikoÏrgos-St_fanosæTSKONAS,20.55,0.159,FastestQualifier
Worlds,Mens,200m,2013,Moscow,1,1,-0.4,IsaacæMAKWALA,20.84,0.203,Eliminated
Worlds,Mens,200m,2013,Moscow,1,1,-0.4,KyleæGREAUX,20.89,0.18,Eliminated
Worlds,Mens,200m,2013,Moscow,1,1,-0.4,HitjivirueæKAANJUKA,21.33,0.168,Eliminated
Worlds,Mens,200m,2013,Moscow,1,1,-0.4,NeddyæMARIE,21.98,0.305,Eliminated
Worlds,Mens,200m,2013,Moscow,1,2,-0.2,AnasoæJOBODWANA,20.17,0.161,Qualified
Worlds,Mens,200m,2013,Moscow,1,2,-0.2,ChurandyæMARTINA,20.37,0.143,Qualified
Worlds,Mens,200m,2013,Moscow,1,2,-0.2,MositoæLEHATA,20.46,0.158,Qualified
Worlds,Mens,200m,2013,Moscow,1,2,-0.2,AlexæQUIã”NEZ,20.47,0.198,FastestQualifier
Worlds,Mens,200m,2013,Moscow,1,2,-0.2,TremaineæHARRIS,20.68,0.137,Eliminated
Worlds,Mens,200m,2013,Moscow,1,2,-0.2,Ratu BanuveæTABAKAUCORO,21.27,0.158,Eliminated
Worlds,Mens,200m,2013,Moscow,1,2,-0.2,LiaqatæALI,21.9,0.182,Eliminated
Worlds,Mens,200m,2013,Moscow,1,2,-0.2,JoshuaæROSS,NA,0.16,Disqualified
Worlds,Mens,200m,2013,Moscow,1,3,0,WarrenæWEIR,20.34,0.223,Qualified
Worlds,Mens,200m,2013,Moscow,1,3,0,BrunoæHORTELANO,20.47,0.159,Qualified
Worlds,Mens,200m,2013,Moscow,1,3,0,JimmyæVICAUT,20.5,0.168,Qualified
Worlds,Mens,200m,2013,Moscow,1,3,0,BrunoæDE BARROS,20.6,0.16,Eliminated
Worlds,Mens,200m,2013,Moscow,1,3,0,KeiæTAKASE,20.96,0.182,Eliminated
Worlds,Mens,200m,2013,Moscow,1,3,0,LestrodæROLAND,21.37,0.161,Eliminated
Worlds,Mens,200m,2013,Moscow,1,3,0,MitchelæDAVIS,21.99,0.197,Eliminated
